symbol,theme_name,entry_date,exit_date,entry_price,exit_price,pnl_pct,exit_reason,hold_days
sh.688525,存储芯片,2026-04-27,2026-04-28,264.65,260.8,-1.4548,ma10,1
sh.600900,算电协同-电力运营,2026-05-14,2026-05-15,26.94,27.03,0.3341,ma10,1
